Time_Iter,Outer_Iter,Inner_Iter,"    ""rms[Rho]""    ","    ""rms[RhoU]""   ","    ""rms[RhoV]""   ","    ""rms[RhoE]""   ","     ""rms[k]""     ","     ""rms[w]""     "
0,0,892,-12.227371,-9.1672768,-9.396022,-5.3849116,-9.7563885,-6.6020755
0,0,893,-12.230182,-9.1888823,-9.376897,-5.3857113,-9.8211014,-6.7061677
0,0,894,-12.24748,-9.2266694,-9.372184,-5.4035517,-9.8656961,-6.7679513
0,0,895,-12.238252,-9.2131251,-9.3623542,-5.3933598,-9.8471176,-6.7229838
0,0,896,-12.284003,-9.2325307,-9.3775923,-5.4300937,-9.8634498,-6.7681408
0,0,897,-12.227614,-9.193608,-9.3982009,-5.3872553,-9.8052842,-6.6868439
0,0,898,-12.247072,-9.2016213,-9.3834192,-5.4022322,-9.7909777,-6.6510362
0,0,899,-12.263566,-9.2296219,-9.4393588,-5.41558,-9.8702961,-6.7472848
0,0,900,-12.238967,-9.2090347,-9.3892455,-5.3888069,-9.8456297,-6.7579447
0,0,901,-12.219531,-9.1940504,-9.4016938,-5.3760991,-9.8123899,-6.673171
0,0,902,-12.242742,-9.2279418,-9.4014379,-5.4080697,-9.8367377,-6.7705627
0,0,903,-12.251251,-9.2148071,-9.4140369,-5.4097831,-9.8210243,-6.7084093
0,0,904,-12.248294,-9.2060788,-9.3843316,-5.4039576,-9.8421614,-6.7322477
0,0,905,-12.251673,-9.1828932,-9.4087219,-5.4021608,-9.8323807,-6.7042026
0,0,906,-12.238498,-9.2117705,-9.3689948,-5.3923368,-9.8516978,-6.7303065
0,0,907,-12.275568,-9.2085254,-9.379583,-5.4304162,-9.8407104,-6.7191348
0,0,908,-12.267068,-9.2300962,-9.4014278,-5.4258712,-9.8482234,-6.7813899
0,0,909,-12.262111,-9.2066674,-9.3503567,-5.4177456,-9.8668222,-6.739431
0,0,910,-12.247432,-9.1910418,-9.4092695,-5.4080017,-9.8007558,-6.6530258
0,0,911,-12.256792,-9.2085764,-9.3699438,-5.4187826,-9.8381848,-6.7248383
0,0,912,-12.255554,-9.1993867,-9.3783633,-5.4137037,-9.7975748,-6.675297
0,0,913,-12.256833,-9.1970738,-9.3639813,-5.4079011,-9.8301701,-6.7143891
0,0,914,-12.235289,-9.2117531,-9.3893587,-5.3959924,-9.836725,-6.71471
0,0,915,-12.232522,-9.2205834,-9.3859887,-5.393341,-9.8503479,-6.7317682
0,0,916,-12.236142,-9.192386,-9.3750768,-5.3983296,-9.8173908,-6.6997236
0,0,917,-12.256723,-9.2172848,-9.3806879,-5.4143841,-9.8623514,-6.8076052
0,0,918,-12.237838,-9.1913735,-9.399974,-5.3934604,-9.811189,-6.6708945
0,0,919,-12.248551,-9.2110917,-9.4200957,-5.4018331,-9.8421162,-6.7264211
0,0,920,-12.226902,-9.2052528,-9.3777903,-5.3871009,-9.8104946,-6.6827917
0,0,921,-12.277551,-9.2091967,-9.3661949,-5.4391757,-9.8395287,-6.695067
0,0,922,-12.272764,-9.2043362,-9.388129,-5.4214049,-9.8616195,-6.7351219
0,0,923,-12.242643,-9.2118851,-9.3915679,-5.3951841,-9.8432223,-6.7401057
0,0,924,-12.24942,-9.2226679,-9.3891146,-5.4084451,-9.8109373,-6.6880555
0,0,925,-12.243811,-9.2039587,-9.3838936,-5.3987127,-9.8522827,-6.7514063
0,0,926,-12.216332,-9.1958801,-9.3811407,-5.3727955,-9.8283869,-6.7002032
0,0,927,-12.258431,-9.1987132,-9.384764,-5.4152161,-9.8685809,-6.7505164
0,0,928,-12.236759,-9.2019371,-9.4064459,-5.394168,-9.8328797,-6.7118695
0,0,929,-12.25354,-9.1958254,-9.3481444,-5.4164204,-9.8191218,-6.7148496
0,0,930,-12.233551,-9.2267233,-9.355686,-5.3966097,-9.8932825,-6.8142641
0,0,931,-12.24611,-9.1896581,-9.350955,-5.4060973,-9.7806631,-6.6223692
0,0,932,-12.274665,-9.237239,-9.4186971,-5.4273305,-9.8459325,-6.7435025
0,0,933,-12.236376,-9.2109151,-9.4238282,-5.3940645,-9.8382499,-6.7286433
0,0,934,-12.259171,-9.2022289,-9.3731912,-5.4137482,-9.8244534,-6.686772
0,0,935,-12.276653,-9.2228863,-9.3753231,-5.4326915,-9.8622773,-6.7468233
0,0,936,-12.249596,-9.2237351,-9.40385,-5.4102738,-9.8346134,-6.7203455
0,0,937,-12.249994,-9.2013089,-9.3764187,-5.4101427,-9.8446758,-6.7285326
0,0,938,-12.247585,-9.2091385,-9.3996015,-5.3994883,-9.8526734,-6.7452654
0,0,939,-12.236855,-9.2032914,-9.4050769,-5.3933666,-9.8146837,-6.7006153
0,0,940,-12.221285,-9.1840326,-9.3788935,-5.3865842,-9.7747864,-6.6293427
0,0,941,-12.20679,-9.216041,-9.4069034,-5.364719,-9.8335437,-6.7190823
0,0,942,-12.223864,-9.2180935,-9.3850459,-5.3786326,-9.8815475,-6.7951203
0,0,943,-12.238824,-9.183591,-9.3942676,-5.3984038,-9.8495924,-6.7179091
0,0,944,-12.24914,-9.2246538,-9.3673638,-5.4156705,-9.8985805,-6.793438
0,0,945,-12.249069,-9.2015398,-9.3685732,-5.407887,-9.8156897,-6.6911287
0,0,946,-12.249036,-9.1995922,-9.3725343,-5.4077162,-9.8186017,-6.7029045
0,0,947,-12.252109,-9.2003115,-9.3850035,-5.4120282,-9.8375247,-6.7152707
0,0,948,-12.233105,-9.1988962,-9.3593023,-5.3915743,-9.8264208,-6.7235472
0,0,949,-12.26181,-9.2204847,-9.3942835,-5.4170906,-9.8656161,-6.7495458
0,0,950,-12.239753,-9.2197489,-9.3815258,-5.3988765,-9.7892239,-6.6422529
0,0,951,-12.252053,-9.1972798,-9.376207,-5.4160905,-9.8065309,-6.7075069
0,0,952,-12.216464,-9.2016546,-9.3767396,-5.3767655,-9.7994247,-6.667057
0,0,953,-12.24413,-9.195034,-9.4119878,-5.4100255,-9.8466383,-6.7232661
0,0,954,-12.236586,-9.1943756,-9.3811135,-5.3944636,-9.8261257,-6.7237324
0,0,955,-12.270578,-9.2525724,-9.4126006,-5.423888,-9.8835974,-6.7994018
0,0,956,-12.276553,-9.2321918,-9.4112937,-5.4341404,-9.8629387,-6.7737136
0,0,957,-12.215402,-9.1932442,-9.393664,-5.3708409,-9.8239692,-6.6949146
0,0,958,-12.254094,-9.21434,-9.3716973,-5.4094874,-9.8325671,-6.719584
0,0,959,-12.223758,-9.1830616,-9.3959209,-5.3832145,-9.7879936,-6.6559966
0,0,960,-12.273326,-9.2252614,-9.4001852,-5.430081,-9.8373607,-6.718961
0,0,961,-12.256165,-9.2022461,-9.3816795,-5.4152975,-9.7993691,-6.6668777
0,0,962,-12.255399,-9.2206152,-9.3772761,-5.4133313,-9.8558531,-6.7812209
0,0,963,-12.242228,-9.188805,-9.4348171,-5.3962132,-9.8423499,-6.7086217
0,0,964,-12.273008,-9.2243787,-9.4096438,-5.4295665,-9.8176493,-6.7238598
0,0,965,-12.273762,-9.2455837,-9.4134603,-5.4302914,-9.8415365,-6.7574336
0,0,966,-12.263349,-9.2251915,-9.4072888,-5.423422,-9.8346517,-6.732598
0,0,967,-12.231755,-9.2081331,-9.4056622,-5.3870902,-9.8113748,-6.6803589
0,0,968,-12.22734,-9.1991264,-9.3725255,-5.3852738,-9.8249134,-6.7029714
0,0,969,-12.245386,-9.2087173,-9.3670172,-5.3980466,-9.8601997,-6.7527706
0,0,970,-12.247387,-9.2135011,-9.3618285,-5.4056997,-9.8711376,-6.77006
0,0,971,-12.242317,-9.187878,-9.3829538,-5.403663,-9.7878062,-6.6597789
0,0,972,-12.255279,-9.2147158,-9.395175,-5.4161084,-9.8790535,-6.7417897
0,0,973,-12.255444,-9.1939639,-9.3948647,-5.4122426,-9.7998754,-6.6524886
0,0,974,-12.236229,-9.1971153,-9.4147182,-5.4001765,-9.8211778,-6.7052901
0,0,975,-12.238149,-9.2213917,-9.3789596,-5.3956061,-9.8358178,-6.7525281
0,0,976,-12.250059,-9.2040733,-9.3996887,-5.3926207,-9.8459914,-6.7474464
0,0,977,-12.283734,-9.2216171,-9.3810968,-5.438087,-9.8861853,-6.7762721
0,0,978,-12.267732,-9.2311342,-9.3852313,-5.4266562,-9.8494944,-6.75235
0,0,979,-12.287512,-9.2288804,-9.3661112,-5.4467812,-9.855451,-6.7614576
0,0,980,-12.225133,-9.163981,-9.4062402,-5.3918616,-9.7444435,-6.5865275
0,0,981,-12.22837,-9.2157919,-9.3749753,-5.3858289,-9.8324395,-6.7065123
0,0,982,-12.256282,-9.2221928,-9.4157237,-5.4145402,-9.8707,-6.7579837
0,0,983,-12.279662,-9.2351591,-9.3978149,-5.4340224,-9.855734,-6.7412239
0,0,984,-12.249043,-9.1914723,-9.4144294,-5.4115573,-9.8387853,-6.6979428
0,0,985,-12.261373,-9.2088802,-9.4101947,-5.4206513,-9.8510883,-6.7358798
0,0,986,-12.264213,-9.189961,-9.3850422,-5.425519,-9.8230443,-6.6918334
0,0,987,-12.260221,-9.2104678,-9.3626985,-5.4143054,-9.8353196,-6.7164166
0,0,988,-12.279877,-9.2294034,-9.3670246,-5.4321041,-9.8873482,-6.7925942
0,0,989,-12.250769,-9.189098,-9.3689036,-5.4118259,-9.8035401,-6.6852745
0,0,990,-12.242937,-9.2301639,-9.3790687,-5.4027994,-9.8413901,-6.7489043
0,0,991,-12.259497,-9.1888169,-9.3725069,-5.4154454,-9.7954709,-6.6671227
0,0,992,-12.257389,-9.2041716,-9.398128,-5.4149941,-9.8274996,-6.7150755
0,0,993,-12.244894,-9.2108462,-9.3776482,-5.4089236,-9.8062138,-6.676506
0,0,994,-12.248544,-9.2173114,-9.3783936,-5.4083678,-9.8327855,-6.7104619
0,0,995,-12.244658,-9.2229956,-9.4122741,-5.3969706,-9.8429981,-6.7500282
0,0,996,-12.236438,-9.2113992,-9.3736621,-5.3966673,-9.8604728,-6.7765499
0,0,997,-12.250041,-9.2232125,-9.3900024,-5.4066034,-9.8839372,-6.7966327
0,0,998,-12.266893,-9.1999399,-9.3766655,-5.4289604,-9.8313006,-6.7147822
0,0,999,-12.237332,-9.2026306,-9.3911038,-5.3890544,-9.8265084,-6.7088545
